Team,ProspectName
Minnesota,Garrett Wilson
Minnesota,Harrison Ruopp
Minnesota,Henri Kiviaho
Minnesota,Ian Scott
Minnesota,Jacob Kucharski
Minnesota,James Pemberton
Minnesota,Jan Zapletal
Minnesota,Jason Smith
Minnesota,Jesper Lindgren
Minnesota,John Draeger
Minnesota,Joonas Lyytinen
Minnesota,Jordan Bendfeld
Minnesota,Jordan Southorn
Minnesota,Justin Almeida
Minnesota,Justin Sefton
Minnesota,Keaton Thompson
Minnesota,Keegan Iverson
Minnesota,Keith Seabrook
Minnesota,Kristians Pelss
Minnesota,Linus Olund
Minnesota,Luc Snuggerud
Minnesota,Mason Geertsen
Minnesota,Matthew Bradley
Minnesota,Maxim Semenov
Minnesota,Maxime Comtois
Minnesota,Maximilian Pajpach
Minnesota,Michael Brodzinski
Minnesota,Mike Sullivan
Minnesota,Mitchell Theoret
Minnesota,Nick Larson
Minnesota,Nick Leivermann
Minnesota,Nicolas Mattinen
Minnesota,Patrick McNeill
Minnesota,Peter Aston
Minnesota,Pier-Oliver Pelletier
Minnesota,Raphael Bussieres
Minnesota,Ryan McLeod
Minnesota,Simon Karlsson
Minnesota,Simon Kjellberg
Minnesota,Theodor Blueger
Minnesota,Tim Soderlund
Minnesota,Travis Ewanyk
Minnesota,Tyrell Mason
Minnesota,Zac Leslie
Minnesota,Zach Nastasiuk
Minnesota,Ruslan Iskhakov
Montreal,Adam Huska
Montreal,Arvid Holm
Montreal,Benoit-Olivier Groulx
Montreal,Blade Jenkins
Montreal,Brett Stapley
Montreal,Joe Veleno
Montreal,Karel Vejmelka
Montreal,Milos Roman
Montreal,Mitchell Mattson
Montreal,Nathan Clurman
Montreal,Nick Pastujov
Montreal,Pontus Holmberg
Montreal,Skyler McKenzie
Montreal,Tyler Inamoto
Montreal,Akira Schmid
Montreal,Amir Miftakhov
Montreal,Jack Drury
Montreal,Jared McIsaac
Montreal,Jesper Eliasson
Montreal,K'Andre Miller
Montreal,Ty Smith
Nashville,Alec Dillon
Nashville,Austin Wuthrich
Nashville,Ben Jones
Nashville,Blake Heinrich
Nashville,Casey Staum
Nashville,Chad Krys
Nashville,Dillon Dube
Nashville,Dominik Lakatos
Nashville,Evan Fitzpatrick
Nashville,Fabrice Herzog
Nashville,Filip Johansson
Nashville,Frans Tuohimaa
Nashville,Gregory Hofmann
Nashville,Gustav Bouramman
Nashville,Gustav Possler
Nashville,Jack Studnicka
Nashville,Jesse Gabrielle
Nashville,Johan Sodergran
Nashville,Kendall McFaull
Nashville,Kole Sherwood
Nashville,Kyle Olson
Nashville,MacKenzie Entwistle
Nashville,Macmillian Carruth
Nashville,Maksim Sushko
Nashville,Matt Filipe
Nashville,Matthew Mistele
Nashville,Morgan Geekie
Nashville,Nick Ebert
Nashville,Nikita Korostele
Nashville,Niko Mikkola
Nashville,Patrick Kudla
Nashville,Scott Valentine
Nashville,Spencer Stastney
Nashville,Taylor Raddysh
Nashville,Travis Barron
Nashville,Tyler Tucker
Nashville,Wesley Myron
New Jersey,Aaron Irving
New Jersey,Ben Storm
New Jersey,Benjamin Finkelstein
New Jersey,Collin Olson
New Jersey,Colton Point
New Jersey,Dante Salituro
New Jersey,David Gustafsson
New Jersey,Denis Smirnov
New Jersey,Dylan Labbe
New Jersey,Henri Ikonen
New Jersey,Jonatan Nielsen
New Jersey,Justin Schutz
New Jersey,Markus Nurmi
New Jersey,Matt Brassard
New Jersey,Otto Koivula
New Jersey,Quentin Shore
New Jersey,Riley Damiani
New Jersey,Steven Ruggiero
New Jersey,Taylor Cammarata
New Jersey,Tobias Geisser
New Jersey,Trey Fix-Wolansky
New Jersey,Vitaly Abramov
New Jersey,Alexander Alexeyev
New Jersey,Brady Tkachuk
New Jersey,Declan Chisholm
New Jersey,Dmitry Zavgorodniy
New Jersey,Grigori Denisenko
New Jersey,Martin Fehervary
New Jersey,Noah Dobson
New Jersey,Veini Vehvilainen
Ottawa,Artem Manukyan
Ottawa,Austin Osmanski
Ottawa,Ben Mirageas
Ottawa,Billy Ryan
Ottawa,Bogdan Yakimov
Ottawa,Brandon Archibald
Ottawa,Chris Crane
Ottawa,Christophe Lalancette
Ottawa,David Fredriksson
Ottawa,Dillon Fournier
Ottawa,Eemeli Rasanen
Ottawa,Eetu Tuulola
Ottawa,Evan Cowley
Ottawa,Giovanni Vallati
Ottawa,Gustav Olhaver
Ottawa,Ivan Nalimov
Ottawa,Jack Perbix
Ottawa,Jake McGrew
Ottawa,James Melindy
Ottawa,Jarrod Maidens
Ottawa,Jens Looke
Ottawa,Jocktan Chainey
Ottawa,Joe Ryan
Ottawa,Johan Motin
Ottawa,Jonah Gadjovich
Ottawa,Joren Van Pottelberghe
Ottawa,Joshua Turnbull
Ottawa,Juho Mielonen
Ottawa,Justin Daniels
Ottawa,Kalle Olsson
Ottawa,Keith Petruzzelli
Ottawa,Kevin Harvey
Ottawa,Kristian Vesalainen
Ottawa,Kyle De Coste
Ottawa,Kyle Moir
Ottawa,Lukas Vantuch
Ottawa,Mattia Marcantuoni
Ottawa,Mike McKee
Ottawa,Nicholas Tremblay
Ottawa,Nick Magyar
Ottawa,Nicolas Hague
Ottawa,Petteri Simila
Ottawa,Reece Willcox
Ottawa,Robin Kovacs
Ottawa,Ryan Gropp
Ottawa,Ryan Jones
Ottawa,Ryan Kujawinski
Ottawa,Samuel Montembeault
Ottawa,Seth Ambroz
Ottawa,Stefan Ridderwall
Ottawa,Stephen Desrocher
Ottawa,Tanner Faith
Ottawa,Teemu Kivihalme
Ottawa,Tim Boyle
Ottawa,Travis Erstad
Ottawa,Vladislav Kara
Ottawa,Zane Gothberg
Philly,Aleksi Makela
Philly,Ales Stezka
Philly,Alexander Delnov
Philly,Alexander Pechurski
Philly,Brent Moran
Philly,Brian Hart
Philly,Brooks Macek
Philly,Cameron Reid
Philly,Carl Grundstrom
Philly,Cole Guttman
Philly,Colin Jacobs
Philly,Dalyn Flatt
Philly,Daultan Leveille
Philly,David MacDonald
Philly,Dean Stewart
Philly,Denis Stasyuk
Philly,Dillon Donnelly
Philly,Eetu Makiniemi
Philly,Eric Locke
Philly,German Rubtsov
Philly,Gianluca Curcuruto
Philly,Givani Smith
Philly,Grant Besse
Philly,Jake Massie
Philly,Jake Pivonka
Philly,Jarret Tyszka
Philly,Jean-Michel Rizk
Philly,Jesper Pettersson
Philly,Jordan Knackstedt
Philly,Kieran Millan
Philly,Liam Gorman
Philly,Markus Niemelainen
Philly,Mathieu Aubin
Philly,Michael Downing
Philly,Mitch Wheaton
Philly,Nicolas Blanchard
Philly,Nolan DeJong
Philly,Olli Juolevi
Philly,Pascal Laberge
Philly,Patrick Shea
Philly,Paul Karpowich
Philly,Peter Thome
Philly,Pontus Sjalin
Philly,Richard Greenop
Philly,Robin Norell
Philly,Ryan Poehling
Philly,Samuel Ersson
Philly,Sean Collins
Philly,Tanner Kaspick
Philly,Timothy Liljegren
Philly,Tomas Marcinko
Philly,Tyler Haskins
Philly,Vincent Dunn
Philly,Isac Lundestrom
Philly,Jonatan Berggren
Philly,Serron Noel
Phoenix,Aarne Talvitie
Phoenix,Adam Ruzicka
Phoenix,Aki Seitsonen
Phoenix,Alex Lepkowski
Phoenix,Alexander Khovanov
Phoenix,Andrei Svechnikov
Phoenix,Blake Hillman
Phoenix,Brett Leason
Phoenix,Brian Pinho
Phoenix,David Shields
Phoenix,David Westlund
Phoenix,Dwyer Tschantz
Phoenix,Eeli Tolvanen
Phoenix,Eetu Luostarinen
Phoenix,Emil Bemstrom
Phoenix,Evan Barratt
Phoenix,Francois Brassard
Phoenix,Gabriel Vilardi
Phoenix,Greg Chase
Phoenix,Grigory Misharin
Phoenix,Henri Jokiharju
Phoenix,Jack Becker
Phoenix,Jacob Bryson
Phoenix,Jacob Ingham
Phoenix,James Spratt
Phoenix,Jaret Anderson-Dolan
Phoenix,Jay O'Brien
Phoenix,Jesse Dudas
Phoenix,Joey Keane
Phoenix,Jonne Tammela
Phoenix,Kirill Maksimov
Phoenix,Linus Hogberg
Phoenix,Lucas Elvenes
Phoenix,Luka Bolf
Phoenix,Luke Henman
Phoenix,Luke Johnson
Phoenix,Matej Trovosky
Phoenix,Max Willman
Phoenix,Michael Anderson
Phoenix,Michael Cichy
Phoenix,Mitchell Dempsey
Phoenix,Nathan Davis
Phoenix,Oskari Laaksonen
Phoenix,Parker Foo
Phoenix,Pavel Koltygin
Phoenix,Rasmus Bodin
Phoenix,Reid McNeill
Phoenix,Rick Kozak
Phoenix,Sawyer Hannay
Phoenix,Semyon DerArguchintsev
Phoenix,Sergei Boikov
Phoenix,Sergei Topol
Phoenix,Timothy Kunes
Phoenix,Tyler Madden
Phoenix,Tyler Soy
Phoenix,Yegor Sharangovich
Pittsburgh,Alex Schoenborn
Pittsburgh,Alexander Deilert
Pittsburgh,Antoine Morand
Pittsburgh,Anton Karlsson
Pittsburgh,Arvid Henrikson
Pittsburgh,Bulat Shafigullin
Pittsburgh,Cam Hillis
Pittsburgh,Carsen Twarynski
Pittsburgh,Cody Beach
Pittsburgh,Cole Krygier
Pittsburgh,Dan Dunn
Pittsburgh,Daniel Vladar
Pittsburgh,David Noel
Pittsburgh,Dominik Bokk
Pittsburgh,Grant Mismash
Pittsburgh,Hugo Fagerblom
Pittsburgh,Jake Hansen
Pittsburgh,Jakob Stukel
Pittsburgh,Jesper Sellgren
Pittsburgh,Joseph Cecconi
Pittsburgh,Justin Kirkland
Pittsburgh,Jyri Niemi
Pittsburgh,Kellen Jones
Pittsburgh,Lauri Pajuniemi
Pittsburgh,Marcus Karlstrom
Pittsburgh,Matej Tomek
Pittsburgh,Matthew Spencer
Pittsburgh,Michael Ratchuk
Pittsburgh,Miguel Fidler
Pittsburgh,Mitchell Gibson
Pittsburgh,Nick Eno
Pittsburgh,Nick Suzuki
Pittsburgh,Nolan Vesey
Pittsburgh,Reilly Webb
Pittsburgh,Rhett Gardner
Pittsburgh,Riley Sutter
Pittsburgh,Teemu Eronen
Pittsburgh,Tim Harrison
Pittsburgh,Tyler Stahl
Pittsburgh,Victor Berglund
Pittsburgh,Zach Pochiro
Pittsburgh,Zachary Gallant
Pittsburgh,Zachary Yuen
Rangers,Aleksi Heponiemi
Rangers,Anthony Florentino
Rangers,Brandon Hagel
Rangers,Brandon Halverson
Rangers,Brandon Saigeon
Rangers,Brendan De Jong
Rangers,Brendan Warren
Rangers,Cal Foote
Rangers,Cayden Primeau
Rangers,Chase Perry
Rangers,Chaz Reddekopp
Rangers,Fredrik Karlstrom
Rangers,Gavin Hain
Rangers,Giorgio Estephan
Rangers,Graham Knott
Rangers,Ivan Lodnia
Rangers,Jack Sadek
Rangers,Jackson Houck
Rangers,Jacob Friend
Rangers,Jacob Peterson
Rangers,Jason Robertson
Rangers,Jeremy Lauzon
Rangers,Jonas Johansson
Rangers,Jonathan-Ismael Diaby
Rangers,Joona Koppanen
Rangers,Josh Brown
Rangers,Lane Zablocki
Rangers,Lukas Vejdemo
Rangers,Max Gildon
Rangers,Noah Rod
Rangers,Patrick Harper
Rangers,Rasmus Asplund
Rangers,Ryan Zuhlsdorf
Rangers,Santtu Kinnunen
Rangers,Tanner Laczynski
Rangers,Thomas DiPauli
Rangers,Thomas Schemitsch
Rangers,Tyler Wall
Rangers,Ville Rasanen
Rangers,William Lagesson
San Jose,Adam Parsells
San Jose,Alex Peters
San Jose,Brandon Kruse
San Jose,Brendan Collier
San Jose,Brett McKenzie
San Jose,Chris Leblanc
San Jose,Colin Sullivan
San Jose,Derek Rodwell
San Jose,Dominik Masin
San Jose,Dylan Gambrell
San Jose,Eetu Pakkila
San Jose,Fredrik Bergvik
San Jose,Ivan Prosvetov
San Jose,Jake Bean
San Jose,Jared Fiegl
San Jose,Joe Basaraba
San Jose,John McCarron
San Jose,Johnathan MacLeod
San Jose,Jonas Siegenthaler
San Jose,Jordan Stallard
San Jose,Keaton Middleton
San Jose,Keegan Kanzig
San Jose,Liam Foudy
San Jose,Marc-Olivier Roy
San Jose,Matej Pekar
San Jose,Mathias Laferriere
San Jose,Matt Auffrey
San Jose,Matt Roy
San Jose,Max Gardiner
San Jose,Miles Gendron
San Jose,Nicholas Torp
San Jose,Nicolas Meloche
San Jose,Olle Eriksson Ek
San Jose,Parker Wotherspoon
San Jose,Petr Kvaca
San Jose,Philipp Kurashev
San Jose,Philippe Cornet
San Jose,Ryley Grantham
San Jose,Sebastian Repo
San Jose,Shane Bowers
San Jose,Tyler Vesel
San Jose,Zachary Lauzon
St. Louis,John Leonard
St. Louis,Kirill Marchenko
St. Louis,Rasmus Sandin
St. Louis,Samuel Fagemo
St. Louis,Simon Johansson
St. Louis,Xavier Bernard
St. Louis,Pyotr Kochetkov
St. Louis,Vitali Kravtsov
St. Louis,Cam Dineen
St. Louis,Cole Candella
St. Louis,Connor Crisp
St. Louis,Cristiano DiGiacinto
St. Louis,Damir Sharipzyanov
St. Louis,Dennis Yan
St. Louis,Jack Glover
St. Louis,Jakob Stenqvist
St. Louis,Jakub Galvas
St. Louis,Jordan Kyrou
St. Louis,Julius Bergman
St. Louis,Justin Brazeau
St. Louis,Kevin Hancock
St. Louis,Linus Nassen
St. Louis,Matthew Cairns
St. Louis,Mike Williamson
St. Louis,Nick Henry
St. Louis,Otto Somppi
St. Louis,Patrick Holway
St. Louis,Petrus Palmu
St. Louis,Santeri Virtanen
St. Louis,Scott Perunovich
St. Louis,Sean Durzi
St. Louis,Sergey Zborovskiy
St. Louis,Tyler Steenbergen
Tampa Bay,Adam Smith
Tampa Bay,Anthony Brodeur
Tampa Bay,Antti Palojarvi
Tampa Bay,Bode Wilde
Tampa Bay,Brandon Baddock
Tampa Bay,Cole Koepke
Tampa Bay,Drake Batherson
Tampa Bay,Dylan Samberg
Tampa Bay,Filip Kral
Tampa Bay,Ian Mitchell
Tampa Bay,Jachym Kondelik
Tampa Bay,Jacob Bernard-Docker
Tampa Bay,Joey Anderson
Tampa Bay,Jonathan Davidsson
Tampa Bay,Joni Ikonen
Tampa Bay,Jordan Fransoo
Tampa Bay,Markus Ruusu
Tampa Bay,Nikita Pavlychev
Tampa Bay,Oskar Steen
Tampa Bay,Parker Kelly
Tampa Bay,Pavel Jenys
Tampa Bay,Roope Laavainen
Tampa Bay,Ryan Shea
Tampa Bay,Sergei Kukushin
Tampa Bay,Steven Johnson
Tampa Bay,Terrance Amorosa
Tampa Bay,Tomas Vomacka
Tampa Bay,Vojtech Budik
Tampa Bay,Axel Andersson
Tampa Bay,Gabriel Fortier
Tampa Bay,Joel Farabee
Tampa Bay,Jonathan Gruden
Tampa Bay,Justus Annunen
Tampa Bay,Kevin Mandolese
Tampa Bay,Rasmus Kupari
Toronto,Adam Mascherin
Toronto,Andrew Nielsen
Toronto,Brandon Duhaime
Toronto,Brendan Woods
Toronto,Cale Makar
Toronto,Calle Sjalin
Toronto,Dante Fabbro
