name,teamName,age,it,sp,st,en,du,di,sk,pa,pc,df,sc,ex,ld
David Honzik,Anaheim,26,74,73,70,72,74,74,74,75,75,0,0,28,28
Kurtis Gabriel,Anaheim,26,70,69,72,67,61,45,70,68,63,68,64,28,27
Curtis McElhinney,Anaheim,36,85,81,82,78,80,81,81,76,85,0,0,80,78
Clayton Keller,Anaheim,21,65,79,64,81,66,74,77,80,79,66,73,35,35
Jay Bouwmeester,Anaheim,36,69,76,73,82,72,72,76,74,70,76,66,99,91
Evgeni Malkin,Anaheim,33,76,77,78,82,71,64,77,89,90,68,85,81,78
Stefan Matteau,Anaheim,26,69,67,74,69,61,66,75,64,59,66,63,35,32
Teuvo Teravainen,Anaheim,25,66,77,70,79,79,77,78,82,86,72,74,48,44
Tyler Lewington,Anaheim,25,69,68,70,69,61,45,69,69,69,68,69,27,27
Valeri Vasiliev,Anaheim,25,63,66,70,72,72,69,71,64,67,67,63,30,29
Jason Dickinson,Winnipeg,24,73,69,68,73,64,68,71,72,67,68,66,38,34
Michal Neuvirth,Winnipeg,31,80,82,77,77,73,77,83,75,85,0,0,37,37
Tobias Enstrom,Winnipeg,35,66,74,67,79,70,69,74,72,73,73,65,77,69
Eddie Lack,Winnipeg,32,76,76,81,78,72,79,78,72,76,1,0,37,33
Jaromir Jagr,Winnipeg,48,65,69,75,78,70,68,69,77,78,62,71,99,99
Trevor Daley,Winnipeg,36,67,76,70,79,70,70,75,72,72,74,73,93,83
Jori Lehtera,Winnipeg,32,68,74,75,74,68,67,73,73,70,69,67,48,45
Andrew MacWilliam,Winnipeg,29,69,65,70,69,61,62,70,69,69,68,62,32,29
Thatcher Demko,Winnipeg,24,77,80,80,78,74,70,80,77,80,0,0,25,25
Mitchell Stephens,Winnipeg,23,64,63,68,64,66,71,70,69,69,67,66,25,25
Nikolay Prokhorkin,Winnipeg,26,62,73,69,71,64,73,68,72,64,67,65,25,27
Zack Kassian,Winnipeg,29,79,71,84,74,74,51,71,73,67,73,70,55,50
Aidan Muir,Winnipeg,24,72,62,74,72,67,68,61,70,66,68,63,28,27
Boone Jenner,Winnipeg,26,82,72,77,78,75,67,73,75,71,73,73,51,53
Alec Martinez,Winnipeg,32,72,73,76,81,71,74,73,76,77,75,73,63,57
Kyle Palmieri,Winnipeg,29,74,78,68,80,70,68,79,77,77,71,79,58,57
Eric Cornel,Winnipeg,23,69,69,72,69,67,70,67,69,66,68,61,29,27
Adrian Kempe,Winnipeg,23,70,75,71,75,67,66,74,75,76,69,72,36,34
Brett Pollock,Winnipeg,24,68,69,72,70,70,69,67,67,70,66,65,25,26
Jack Johnson,Winnipeg,33,75,76,73,81,80,70,76,74,70,73,67,81,78
Alex Wennberg,Winnipeg,25,68,75,73,79,70,77,75,79,81,68,67,47,44
Scott Laughton,Winnipeg,25,75,72,72,74,66,66,72,74,73,71,71,43,39
Luke Glendening,Winnipeg,30,79,75,71,75,71,69,73,72,68,72,69,53,49
Ben Thomson,Winnipeg,27,69,70,74,69,61,51,63,60,62,66,60,27,26
Tyrell Goulbourne,Winnipeg,26,69,64,69,66,61,68,66,60,60,67,60,31,30
Brandon Hickey,Winnipeg,23,69,69,69,69,69,62,66,69,65,65,67,25,27
Connor Hurley,Winnipeg,24,68,66,70,71,65,70,63,69,70,71,68,25,25
Dylan Sikura,Winnipeg,24,65,73,69,70,61,70,70,70,70,69,60,27,26
Kevan Miller,Winnipeg,32,78,70,75,77,68,66,70,73,71,76,64,49,45
Ryan Collins,Winnipeg,23,73,63,76,71,65,63,64,69,68,69,64,25,25
Travis Konecny,Winnipeg,23,71,80,68,76,76,67,80,75,74,70,75,38,37
Ben Betker,Winnipeg,25,69,67,69,71,68,69,69,64,66,63,62,30,27
Emerson Etem,Winnipeg,27,69,74,72,69,62,75,72,69,66,71,69,32,31
Jacob De La Rose,Winnipeg,24,73,71,72,72,65,68,76,70,66,68,64,38,35
Louis-Marc Aubry,Winnipeg,28,63,67,68,73,73,70,70,65,66,64,66,27,27
Sam Perhonen,Winnipeg,27,70,72,69,73,75,78,79,74,74,1,1,27,26
Sam Reinhart,Winnipeg,24,66,77,72,80,78,77,77,79,81,66,75,45,42
Charlie McAvoy,Winnipeg,22,77,76,70,80,66,67,75,79,80,76,75,33,32
Casey Cizikas,Boston,29,79,76,72,75,69,68,74,74,71,74,72,57,52
Anton Rodin,Boston,29,65,74,62,69,61,70,75,69,69,58,60,26,26
Bryan Rust,Boston,27,73,75,72,77,68,71,74,76,75,72,73,42,39
Jakub Voracek,Boston,30,67,78,77,82,80,69,78,86,84,70,74,78,71
Andrew Shaw,Boston,28,80,76,73,77,68,61,70,76,78,71,74,58,53
Chad Johnson,Boston,33,80,80,85,78,75,83,83,78,80,0,0,32,32
Drew Shore,Boston,29,64,70,70,67,61,70,70,66,63,67,55,29,28
Sean Couturier,Boston,27,70,77,77,84,73,71,76,81,82,78,79,61,56
Joonas Korpisalo,Boston,26,79,84,80,80,78,78,82,79,85,1,0,33,33
P.E Bellemare,Boston,35,71,72,72,74,78,73,71,70,66,69,66,49,47
David Schlemko,Boston,32,69,70,68,76,67,73,68,72,74,72,64,58,48
Trevor Van Riemsdyk,Boston,28,68,72,75,76,70,73,72,72,72,75,69,45,42
Robin Lehner,Boston,28,85,86,89,82,79,79,84,85,85,0,0,34,32
Radko Gudas,Boston,29,86,66,77,78,70,60,66,76,73,76,70,52,48
Jamie Oleksiak,Boston,27,77,67,84,74,66,63,71,70,68,76,71,43,39
Byron Froese,Boston,29,72,71,71,70,65,67,71,71,67,69,63,37,35
Carter Hutton,Boston,34,84,86,81,82,78,82,86,76,86,0,0,37,31
Nick Holden,Boston,32,74,70,75,79,70,74,70,76,76,72,72,55,50
Blake Wheeler,Boston,33,74,76,82,83,83,67,76,91,88,72,75,79,82
Klas Dahlbeck,Boston,28,74,67,74,73,66,68,70,68,65,71,65,41,38
Jimmy Vesey,Boston,26,69,73,73,76,78,72,73,73,72,70,73,39,38
Dalton Prout,Boston,30,75,68,79,72,62,60,68,67,66,74,63,34,33
Mikhail Vorobyov,Boston,23,71,71,69,59,70,69,67,70,67,67,69,25,25
Michael Raffl,Boston,31,72,72,70,74,70,68,73,71,69,72,70,32,31
Oscar Dansk,Boston,26,74,78,75,74,74,73,78,74,78,1,0,27,27
Sven Baertschi,Boston,27,66,74,71,76,65,73,74,74,75,69,75,48,43
Brendan Gallagher,Boston,27,73,78,69,78,73,67,77,76,78,73,78,55,56
Sam Gagner,Boston,30,65,76,65,76,69,69,76,75,77,65,71,79,72
Nick Cousins,Boston,26,72,72,70,74,69,68,73,73,71,69,69,41,39
Nate Schmidt,Boston,28,70,80,72,80,69,77,79,78,81,77,72,48,44
Matt Bartkowski,Boston,31,73,72,70,76,62,67,71,71,69,74,65,49,43
Jakob Chychrun,Buffalo,21,73,70,74,78,66,69,70,75,76,76,72,36,35
Andrew Copp,Buffalo,25,70,70,73,74,69,76,76,74,71,70,70,44,41
Darnell Nurse,Buffalo,25,79,75,78,81,69,66,75,77,76,75,73,42,39
Adam Larsson,Buffalo,27,84,74,76,81,71,69,74,74,72,75,68,57,57
Niklas Svedberg,Buffalo,30,78,77,77,75,74,75,79,72,78,0,0,31,31
Chris Vande Velde,Buffalo,33,70,72,70,74,71,68,71,71,71,66,69,30,30
Logan Stanley,Buffalo,21,69,69,77,73,67,71,67,67,64,71,66,25,25
Gabriel Bourque,Buffalo,29,75,76,70,71,66,74,76,70,66,68,64,51,46
Esa Lindell,Buffalo,25,73,73,75,83,75,75,76,75,77,77,74,39,37
Keith Aulie,Buffalo,30,69,67,78,68,62,58,66,57,56,74,59,31,29
Nikita Zadorov,Buffalo,24,86,70,76,78,68,63,71,71,70,74,71,44,41
Dylan McIlrath,Buffalo,27,74,68,76,72,61,46,68,60,59,69,70,29,28
Nico Hischier,Buffalo,21,69,80,70,79,72,72,79,79,79,70,74,34,33
Luke Schenn,Buffalo,30,83,70,77,76,68,66,70,68,67,73,64,75,68
Hunter Shinkaruk,Buffalo,25,67,74,67,69,61,70,73,69,68,65,69,30,28
Tomas Jurco,Buffalo,27,67,70,71,71,65,69,71,69,65,71,69,43,40
Marc Methot,Buffalo,34,75,68,77,79,67,68,70,71,67,74,64,72,63
Alexei Emelin,Buffalo,33,81,73,74,78,74,66,73,70,68,73,64,59,55
Zack Phillips,Buffalo,27,68,67,65,69,68,68,66,66,65,64,66,27,26
Malcolm Subban,Buffalo,26,80,83,80,77,79,79,83,84,81,0,0,31,30
Taylor Beck,Buffalo,28,62,68,73,63,61,69,69,55,54,67,55,29,27
Mattias Janmark-Nylen,Buffalo,27,66,75,72,78,78,73,74,75,69,69,70,39,37
Peter Andersson,Buffalo,28,70,66,71,69,67,65,67,66,65,65,64,28,28
Stefan Noesen,Buffalo,27,73,70,74,72,66,66,71,71,68,69,69,38,35
Joe Colborne,Buffalo,30,72,69,75,73,68,67,69,69,66,68,67,34,33
Adam Gilmour,Buffalo,26,64,71,64,74,70,64,71,65,66,64,66,27,27
Carl Dahlstrom,Buffalo,25,67,70,68,74,64,70,71,74,69,68,62,30,30
Spencer Martin,Buffalo,24,77,77,77,76,75,78,77,75,76,0,2,28,29
Scott Harrington,Buffalo,27,68,71,74,71,65,70,72,72,68,71,66,36,33
Jack Connolly,Buffalo,30,65,74,63,73,67,70,74,73,71,62,68,27,27
Emil Pettersson,Buffalo,26,63,73,65,74,72,66,72,68,67,64,66,27,27
Vitek Vanecek,Buffalo,24,76,76,76,72,73,72,74,74,73,2,2,30,28
Blake Parlett,Buffalo,30,58,69,69,70,71,59,65,66,68,70,64,30,29
Jake Virtanen,Buffalo,23,78,74,69,75,66,64,74,72,67,68,72,38,36
Andreas Englund,Buffalo,24,69,69,69,69,60,52,70,60,59,67,62,30,30
Haydn Fleury,Buffalo,23,70,73,69,75,65,75,73,69,70,68,62,33,32
Jacob Markstrom,Buffalo,30,84,88,90,81,79,81,88,85,87,0,0,36,32
Patrick Coulombe,Calgary,34,52,66,45,65,65,75,66,68,60,63,46,25,25
Adam Gaudette,Calgary,23,66,70,70,72,64,69,72,71,66,69,67,30,30
Chris Lawrence,Calgary,33,64,65,70,66,67,53,64,65,64,49,59,27,27
Austin Watson,Calgary,28,83,70,74,72,68,56,70,71,67,70,69,44,41
Kyle Okposo,Calgary,31,70,76,76,79,71,68,76,76,76,67,73,74,71
Alexander Barabanov,Calgary,25,64,70,64,74,72,66,71,67,66,63,67,27,27
Colin Shields,Calgary,40,60,60,68,65,65,70,55,58,59,52,64,28,27
Chase Priskie,Calgary,24,67,67,69,70,69,62,69,59,65,69,69,26,27
Jesse Puljujarvi,Calgary,21,67,71,74,72,65,70,72,71,69,68,68,35,34
Jean-Michel Daoust,Calgary,36,57,66,51,66,63,48,65,68,69,56,64,26,27
Garret Sparks,Calgary,26,78,81,79,78,75,76,80,81,81,0,0,29,29
Yegor Korshkov,Calgary,23,69,62,75,61,64,69,68,61,68,66,62,25,25
Andrew Poturalski,Calgary,26,67,69,69,69,61,70,67,60,59,66,60,27,27
Jerry D'Amigo,Calgary,29,68,74,69,69,61,70,74,66,61,66,63,28,28
Chris Wagner,Calgary,28,79,72,76,73,69,66,72,68,63,68,70,41,39
Nick Petersen,Calgary,30,64,63,70,68,63,61,63,62,60,56,60,25,25
Evgeny Kurbatov,Calgary,31,60,63,64,64,64,66,63,61,60,62,51,26,26
Nick Lappin,Calgary,27,68,71,71,73,62,69,72,65,59,66,67,33,32
Viktor Svedberg,Calgary,28,65,68,73,70,62,70,69,64,61,69,70,28,28
Alex Lyon,Calgary,27,75,75,73,74,74,74,75,75,75,0,0,27,27
Michael Latta,Calgary,28,70,69,72,66,62,47,69,66,63,69,63,27,27
Johan Larsson,Calgary,27,74,72,71,76,67,68,72,72,68,69,67,47,43
Casey Nelson,Calgary,27,65,70,72,73,64,70,70,67,67,69,65,34,32
Nolan Patrick,Calgary,21,68,74,73,76,70,69,74,75,71,68,72,33,32
Kyle Wood,Calgary,23,72,67,74,70,75,72,69,69,69,66,68,25,25
Andrew Engelage,Calgary,31,69,70,79,70,67,70,69,61,70,2,0,27,27
Christian Engstrand,Calgary,31,68,73,67,71,67,65,71,64,71,1,0,26,28
Nico Aaltonen,Calgary,31,56,63,58,66,66,68,65,65,62,58,58,25,25
Dan Spang,Calgary,36,60,61,64,64,63,65,59,57,61,60,46,26,25
Rushan Rafikov,Calgary,24,71,70,71,68,68,74,61,68,70,68,70,29,25
Ben Thomas,Calgary,23,70,68,70,70,68,72,70,67,69,68,70,27,26
Vojtech Polak,Calgary,34,58,65,62,67,65,50,65,63,65,58,60,25,25
Blake Siebenaler,Calgary,24,73,70,74,71,65,63,68,68,67,70,69,25,25
Bobby Butler,Calgary,32,65,72,69,64,63,73,73,69,65,66,51,30,30
Mikey Eyssimont,Calgary,23,65,67,68,68,71,71,67,67,69,68,68,29,28
Daniel Pribyl,Calgary,27,65,67,69,71,73,76,70,66,65,65,66,27,27
Mike Lundin,Calgary,35,54,70,71,63,64,76,70,57,57,69,53,37,37
Shawn Weller,Calgary,33,65,66,65,62,67,60,67,54,55,59,59,25,25
Steve Moses,Calgary,30,65,70,70,71,70,70,71,69,69,69,70,28,26
Mike Vecchione,Calgary,27,64,71,70,69,61,70,70,60,61,68,60,27,27
Radoslav Illo,Calgary,30,58,67,62,66,66,67,65,61,61,53,58,27,25
CJ Motte,Calgary,28,72,75,72,74,76,76,75,76,77,0,0,27,27
Kristian Nakyva,Calgary,29,69,65,69,65,50,50,50,50,50,50,50,50,50
Dylan Demelo,Calgary,26,72,71,74,76,67,69,72,76,73,72,66,38,36
Micki Dupont,Calgary,39,54,71,55,68,70,68,63,70,62,53,62,35,35
Alexander Radulov,Carolina,33,74,81,75,82,73,66,81,83,85,69,78,50,52
Andre Burakovsky,Carolina,25,67,75,73,74,69,72,75,75,74,67,72,45,43
Aaron Ekblad,Carolina,24,73,75,76,82,75,69,76,76,77,79,78,48,51
Anton Stralman,Carolina,33,71,76,71,81,70,74,75,75,75,79,69,76,68
Dustin Brown,Carolina,35,76,75,74,81,80,68,76,78,80,71,76,97,87
Alex Goligoski,Carolina,34,72,75,68,83,78,75,74,78,77,74,71,77,74
Patrik Laine,Carolina,21,69,79,74,79,78,70,79,76,78,69,85,38,37
Max Pacioretty,Carolina,31,73,77,76,81,70,68,77,77,80,69,80,71,64
Cody McLeod,Carolina,35,83,69,75,68,69,45,71,64,59,69,64,76,69
Calle Jarnkrok,Carolina,28,66,78,68,77,73,75,77,75,74,74,72,50,46
Cam Atkinson,Carolina,30,66,84,66,81,73,75,83,77,80,68,84,59,54
Adam Brooks,Carolina,23,66,71,66,65,65,65,66,68,63,66,72,25,25
Jake Muzzin,Carolina,31,77,70,78,82,76,69,71,78,81,77,74,59,54
Brett Lernout,Carolina,24,70,69,75,70,60,70,60,60,59,67,62,32,30
Ville Husso,Carolina,25,69,70,70,70,72,76,74,70,70,3,6,28,30
Tuukka Rask,Carolina,33,90,92,88,85,78,86,92,77,93,0,0,49,49
Corey Crawford,Carolina,35,87,86,85,81,76,81,90,77,87,0,0,49,47
Jaden Schwartz,Carolina,27,71,77,70,82,69,75,77,80,83,73,75,55,55
Anze Kopitar,Carolina,32,71,78,79,85,80,76,78,84,83,78,76,88,90
Daniel Audette,Carolina,23,70,57,66,69,69,69,71,69,70,63,70,27,25
Colton Parayko,Carolina,26,73,71,82,82,82,76,73,78,80,81,72,44,42
Bo Horvat,Carolina,24,68,75,76,82,73,74,73,78,76,72,77,48,45
Joe Hicketts,Carolina,23,69,70,62,69,60,70,70,69,69,72,62,34,33
Jordan Greenway,Carolina,23,68,71,73,74,65,69,70,73,69,69,71,30,31
Mackenzie Blackwood,Carolina,23,82,81,84,78,77,74,82,77,83,1,0,26,26
Yakov Trenin,Carolina,23,71,72,69,70,70,67,64,70,70,70,62,25,28
Shane Gersich,Carolina,23,69,67,69,69,60,70,65,69,69,65,60,33,34
Johnny Oduya,Carolina,38,70,76,69,76,70,72,77,69,65,73,68,85,77
Nicholas Baptiste,Carolina,24,65,72,71,70,63,66,72,66,61,70,71,35,33
Ilya Sorokin,Carolina,24,69,82,79,75,67,70,78,74,80,1,0,25,25
Roland McKeown,Carolina,24,69,67,70,69,60,47,69,69,69,71,62,32,32
Jack Eichel,Carolina,23,69,78,76,83,69,73,77,86,84,69,80,42,50
Dylan Larkin,Carolina,23,74,84,73,82,78,67,84,80,81,71,76,44,47
Elvis Merzlikins,Carolina,25,69,74,70,74,75,78,81,75,75,0,0,25,25
Tyler Bertuzzi,Carolina,25,72,74,72,77,66,67,73,77,76,70,74,34,34
Christian Dvorak,Carolina,24,68,75,69,76,66,73,74,73,73,70,70,43,37
Daniel Brickley,Carolina,24,68,72,73,69,60,70,72,69,69,68,62,32,32
Mackenzie MacEachern,Carolina,26,70,69,71,69,65,66,68,67,60,66,68,25,25
Jonny Brodzinski,Carolina,26,69,66,71,71,62,70,67,69,66,66,69,35,34
Jean-Gabriel Pageau,Chicago,27,75,77,68,77,68,71,76,73,71,71,70,51,47
Mike Hoffman,Chicago,30,68,84,71,80,77,71,83,80,83,66,79,53,48
Steven Stamkos,Chicago,30,71,82,70,81,68,68,82,88,89,72,87,73,76
Craig Anderson,Chicago,38,82,86,80,83,69,80,86,76,86,0,0,62,62
Cody Ceci,Chicago,26,74,71,77,83,76,78,73,75,74,74,70,52,49
Matt Duchene,Chicago,29,69,84,70,81,75,76,84,79,79,70,78,71,65
Bryan Little,Chicago,32,67,74,69,79,73,72,74,78,78,73,74,79,71
Conor Sheary,Chicago,27,66,77,68,76,70,75,75,76,77,70,74,41,39
Jussi Jokinen,Chicago,36,65,72,64,75,72,69,73,75,77,64,69,90,80
Magnus Paajarvi,Chicago,28,70,76,70,73,69,76,76,69,64,66,71,56,50
Alexander Semin,Chicago,36,66,74,70,69,65,65,76,69,69,65,68,57,50
Troy Stecher,Chicago,25,71,76,71,79,71,70,76,76,75,71,65,38,36
Drew Doughty,Chicago,30,75,81,73,86,82,69,81,82,82,81,75,79,77
Patrick Eaves,Chicago,35,70,73,65,77,67,70,74,72,71,72,70,73,62
Tyler Seguin,Chicago,28,69,80,76,83,81,74,80,83,85,71,82,67,66
Alex Kerfoot,Chicago,25,66,77,69,75,75,68,76,77,77,71,73,37,34
Darren Dietz,Chicago,26,69,66,69,69,61,61,65,69,69,69,69,28,27
Pekka Rinne,Chicago,37,88,89,90,84,78,74,89,78,88,0,0,56,56
Kristopher Letang,Chicago,32,79,80,69,85,69,68,80,86,86,74,78,75,72
Phil Di Giuseppe,Chicago,26,72,71,68,68,70,68,70,69,69,68,70,31,29
Connor Clifton,Chicago,24,69,74,67,69,61,66,72,60,62,65,62,27,25
Matt Beleskey,Chicago,31,78,70,72,74,64,61,70,71,70,67,69,64,54
Max McCormick,Chicago,27,73,70,67,68,61,49,70,64,59,68,66,35,35
Mikko Koivu,Chicago,37,69,72,73,81,72,69,73,76,76,71,71,90,91
Tom Parisi,Chicago,26,68,69,68,67,68,70,66,66,67,67,63,28,28
Duncan Siemens,Chicago,26,69,70,68,69,61,55,69,60,59,69,68,37,34
Ryan McDonagh,Chicago,30,76,77,78,83,71,73,77,81,78,81,73,64,58
Tom Wilson,Chicago,25,89,71,82,78,72,45,72,75,71,72,73,54,50
Michal Kempny,Chicago,29,72,78,72,76,67,67,79,73,73,77,70,36,35
Christian Ehrhoff,Chicago,37,67,70,71,69,65,69,68,69,69,68,67,70,70
Yaroslav Kosov,Chicago,26,70,68,70,70,68,68,68,66,67,69,68,31,29
Michael Ferland,Chicago,27,77,72,75,74,71,65,72,75,77,68,74,45,43
Jayson Megna,Chicago,30,71,73,71,73,65,70,73,67,60,69,66,39,35
Andreas Martinsen,Colorado,29,79,69,73,70,66,60,71,68,62,67,64,37,34
Frans Nielsen,Colorado,35,70,77,66,79,77,77,77,76,76,71,73,80,77
Jakob Silfverberg,Colorado,29,68,77,71,80,74,73,77,76,76,73,76,56,52
Erik Gudbranson,Colorado,28,79,72,78,79,67,63,72,69,69,76,66,55,50
David Perron,Colorado,31,74,77,71,79,70,65,77,80,82,69,75,77,69
Colin Miller,Colorado,27,74,73,73,79,69,66,73,77,80,75,72,41,39
Michael McCarron,Colorado,25,78,68,79,71,63,45,69,69,64,70,62,37,32
Louie Belpedio,Colorado,23,66,67,70,69,60,70,70,69,69,71,62,27,26
Eric Staal,Colorado,35,69,76,78,81,84,68,76,79,81,68,79,99,90
Rinat Valiev,Colorado,24,66,69,70,69,60,70,66,60,61,69,62,36,35
Nick Foligno,Colorado,32,80,74,74,81,73,65,74,76,76,72,75,79,82
Robby Fabbri,Colorado,24,68,72,71,73,65,69,74,72,72,69,67,31,31
Ryan Graves,Colorado,24,70,70,69,70,63,70,69,65,62,71,70,28,25
Martin Jones,Colorado,30,86,88,84,84,80,81,88,77,87,0,0,38,38
Erik Gustafsson,Colorado,28,72,75,71,80,67,75,75,80,78,75,76,35,33
Andrew MacDonald,Colorado,33,69,74,71,79,69,70,74,75,72,75,67,66,64
Vladislav Namestnikov,Colorado,27,72,76,69,78,74,68,74,76,75,69,72,48,44
Tim Heed,Colorado,29,66,70,73,74,63,70,70,77,78,68,71,33,32
Shayne Gostisbehere,Colorado,26,67,79,69,80,74,73,80,83,82,74,76,44,41
Darcy Kuemper,Colorado,29,83,85,86,79,74,79,87,84,84,0,0,31,31
Dominik Simon,Colorado,25,70,75,69,73,64,69,73,76,77,69,69,35,32
Cal Petersen,Colorado,25,72,75,72,71,70,76,80,72,78,2,4,32,29
Pontus Aberg,Colorado,26,64,71,70,73,66,71,72,73,72,70,68,35,34
Zack Smith,Colorado,31,77,69,77,78,70,60,69,75,71,71,71,66,59
Nick Bonino,Colorado,31,71,75,72,78,74,73,75,75,73,72,73,62,56
Yanni Gourde,Colorado,28,71,78,66,78,68,66,78,78,81,76,76,37,35
Maxim Letunov,Colorado,24,59,57,65,64,65,57,59,66,64,55,64,25,25
Pheonix Copley,Colorado,28,77,80,79,78,77,77,79,75,81,4,2,32,33
Leo Komarov,Colorado,33,81,70,76,77,78,69,71,75,74,73,69,51,47
Christian Djoos,Colorado,25,64,69,71,72,67,75,74,74,72,73,66,33,32
Robert Hagg,Colorado,25,81,71,72,77,67,67,74,71,69,73,69,34,35
Dean Kukan,Colorado,26,65,69,71,72,61,70,68,74,74,71,62,31,31
Anthony Angello,Colorado,24,64,71,71,69,70,63,65,70,64,71,64,27,28
Brendan Lemieux,Colorado,24,78,72,71,70,64,45,69,67,62,68,72,30,30
Oskar Lindblom,Colorado,23,69,72,69,75,66,73,69,74,74,64,72,32,31
Colton Sissons,Colorado,26,72,72,73,76,69,69,74,73,71,70,71,42,39
Rickard Rakell,Colorado,26,70,75,73,81,70,76,75,78,81,71,80,50,46
Jon Gillies,Colorado,26,73,78,77,77,78,79,81,78,78,0,0,27,27
Tyson Jost,Colorado,22,67,77,70,75,65,71,76,73,70,68,71,36,34
Jordan Schmaltz,Colorado,26,64,70,72,70,61,70,70,70,68,73,62,31,30
Oliver Ekman-Larsson,Colorado,28,75,81,71,84,79,69,81,78,78,75,79,66,71
Zack MacEwen,Colorado,23,69,68,71,68,60,45,65,69,69,63,60,30,33
Valentin Zykov,Colorado,24,66,70,73,70,60,70,70,70,70,61,70,33,32
Felix Sandstrom,Colorado,23,70,74,72,70,67,69,75,68,75,2,1,26,26
Ben Bishop,Dallas,33,87,88,94,85,80,80,88,87,89,0,0,44,44
Ryan Callahan,Dallas,35,77,75,67,75,69,68,75,74,70,72,70,77,73
Brendan Smith,Dallas,31,77,73,74,77,67,62,72,72,70,74,69,54,49
Adam Lowry,Dallas,26,80,71,75,77,70,67,73,73,73,74,72,47,44
Matt Martin,Dallas,30,87,70,79,71,69,49,69,71,65,68,67,67,61
Riley Nash,Dallas,30,71,73,71,75,76,72,73,74,71,72,68,56,51
Linus Ullmark,Dallas,26,81,83,78,81,77,73,79,78,83,2,2,30,27
Nathan Oystrick,Dallas,37,76,65,70,74,64,62,67,72,70,64,71,28,25
Zachary Stepan,Dallas,26,70,70,69,69,67,68,63,66,64,68,66,29,28
Tyler Gaudet,Dallas,26,69,69,71,69,61,70,69,69,69,68,64,30,28
Brad Marchand,Dallas,31,74,81,69,83,73,63,80,89,92,76,85,69,62
Grayson Downing,Dallas,27,64,66,64,74,71,67,66,65,67,67,66,27,27
Marcus Sorensen,Dallas,27,69,70,73,73,66,71,73,72,70,67,72,34,33
Ryan Suter,Dallas,35,71,73,78,86,82,71,72,82,81,83,73,93,89
