name,teamName,age,it,sp,st,en,du,di,sk,pa,pc,df,sc,ex,ld
Torrey Mitchell,Anaheim,0,0,0,0,0,0,0,0,69,63,0,0,0,0
Tucker Poolman,Anaheim,0,0,0,0,0,0,0,0,60,61,0,0,0,0
Cliff Watson,Anaheim,0,0,0,0,0,0,0,0,64,67,0,0,0,0
Philippe Myers,Anaheim,0,0,0,0,0,0,0,0,60,57,0,0,0,0
Martin Frk,Anaheim,0,0,0,0,0,0,0,0,72,69,0,0,0,0
Kaapo Kahkonen,Anaheim,0,0,0,0,0,0,0,0,74,74,0,0,0,0
Ryan Spooner,Anaheim,0,0,0,0,0,0,0,0,76,77,0,0,0,0
Phillip Lane,Anaheim,0,0,0,0,0,0,0,0,66,66,0,0,0,0
Rocco Grimaldi,Anaheim,0,0,0,0,0,0,0,0,71,72,0,0,0,0
Patrik Hersley,Anaheim,0,0,0,0,0,0,0,0,66,66,0,0,0,0
Ryan Hartman,Anaheim,0,0,0,0,0,0,0,0,74,72,0,0,0,0
Logan Nelson,Anaheim,0,0,0,0,0,0,0,0,62,64,0,0,0,0
Garret Haar,Anaheim,0,0,0,0,0,0,0,0,64,64,0,0,0,0
David Honzik,Anaheim,0,0,0,0,0,0,0,0,75,75,0,0,0,0
Kurtis Gabriel,Anaheim,0,0,0,0,0,0,0,0,68,63,0,0,0,0
Curtis McElhinney,Anaheim,0,0,0,0,0,0,0,0,76,85,0,0,0,0
Clayton Keller,Anaheim,0,0,0,0,0,0,0,0,80,79,0,0,0,0
Jay Bouwmeester,Anaheim,0,0,0,0,0,0,0,0,74,70,0,0,0,0
Evgeni Malkin,Anaheim,0,0,0,0,0,0,0,0,89,90,0,0,0,0
Stefan Matteau,Anaheim,0,0,0,0,0,0,0,0,64,59,0,0,0,0
Teuvo Teravainen,Anaheim,0,0,0,0,0,0,0,0,82,86,0,0,0,0
Tyler Lewington,Anaheim,0,0,0,0,0,0,0,0,69,69,0,0,0,0
Valeri Vasiliev,Anaheim,0,0,0,0,0,0,0,0,64,67,0,0,0,0
Jason Dickinson,Winnipeg,0,0,0,0,0,0,0,0,72,67,0,0,0,0
Michal Neuvirth,Winnipeg,0,0,0,0,0,0,0,0,75,85,0,0,0,0
Tobias Enstrom,Winnipeg,0,0,0,0,0,0,0,0,72,73,0,0,0,0
Eddie Lack,Winnipeg,0,0,0,0,0,0,0,0,72,76,0,0,0,0
Jaromir Jagr,Winnipeg,0,0,0,0,0,0,0,0,77,78,0,0,0,0
Trevor Daley,Winnipeg,0,0,0,0,0,0,0,0,72,72,0,0,0,0
Jori Lehtera,Winnipeg,0,0,0,0,0,0,0,0,73,70,0,0,0,0
Andrew MacWilliam,Winnipeg,0,0,0,0,0,0,0,0,69,69,0,0,0,0
Thatcher Demko,Winnipeg,0,0,0,0,0,0,0,0,77,80,0,0,0,0
Mitchell Stephens,Winnipeg,0,0,0,0,0,0,0,0,69,69,0,0,0,0
Nikolay Prokhorkin,Winnipeg,0,0,0,0,0,0,0,0,72,64,0,0,0,0
Zack Kassian,Winnipeg,0,0,0,0,0,0,0,0,73,67,0,0,0,0
Aidan Muir,Winnipeg,0,0,0,0,0,0,0,0,70,66,0,0,0,0
Boone Jenner,Winnipeg,0,0,0,0,0,0,0,0,75,71,0,0,0,0
Alec Martinez,Winnipeg,0,0,0,0,0,0,0,0,76,77,0,0,0,0
Kyle Palmieri,Winnipeg,0,0,0,0,0,0,0,0,77,77,0,0,0,0
Eric Cornel,Winnipeg,0,0,0,0,0,0,0,0,69,66,0,0,0,0
Adrian Kempe,Winnipeg,0,0,0,0,0,0,0,0,75,76,0,0,0,0
Brett Pollock,Winnipeg,0,0,0,0,0,0,0,0,67,70,0,0,0,0
Jack Johnson,Winnipeg,0,0,0,0,0,0,0,0,74,70,0,0,0,0
Alex Wennberg,Winnipeg,0,0,0,0,0,0,0,0,79,81,0,0,0,0
Scott Laughton,Winnipeg,0,0,0,0,0,0,0,0,74,73,0,0,0,0
Luke Glendening,Winnipeg,0,0,0,0,0,0,0,0,72,68,0,0,0,0
Ben Thomson,Winnipeg,0,0,0,0,0,0,0,0,60,62,0,0,0,0
Tyrell Goulbourne,Winnipeg,0,0,0,0,0,0,0,0,60,60,0,0,0,0
Brandon Hickey,Winnipeg,0,0,0,0,0,0,0,0,69,65,0,0,0,0
Connor Hurley,Winnipeg,0,0,0,0,0,0,0,0,69,70,0,0,0,0
Dylan Sikura,Winnipeg,0,0,0,0,0,0,0,0,70,70,0,0,0,0
Kevan Miller,Winnipeg,0,0,0,0,0,0,0,0,73,71,0,0,0,0
Ryan Collins,Winnipeg,0,0,0,0,0,0,0,0,69,68,0,0,0,0
Travis Konecny,Winnipeg,0,0,0,0,0,0,0,0,75,74,0,0,0,0
Ben Betker,Winnipeg,0,0,0,0,0,0,0,0,64,66,0,0,0,0
Emerson Etem,Winnipeg,0,0,0,0,0,0,0,0,69,66,0,0,0,0
Jacob De La Rose,Winnipeg,0,0,0,0,0,0,0,0,70,66,0,0,0,0
Louis-Marc Aubry,Winnipeg,0,0,0,0,0,0,0,0,65,66,0,0,0,0
Sam Perhonen,Winnipeg,0,0,0,0,0,0,0,0,74,74,0,0,0,0
Sam Reinhart,Winnipeg,0,0,0,0,0,0,0,0,79,81,0,0,0,0
Charlie McAvoy,Winnipeg,0,0,0,0,0,0,0,0,79,80,0,0,0,0
Casey Cizikas,Boston,0,0,0,0,0,0,0,0,74,71,0,0,0,0
Anton Rodin,Boston,0,0,0,0,0,0,0,0,69,69,0,0,0,0
Bryan Rust,Boston,0,0,0,0,0,0,0,0,76,75,0,0,0,0
Jakub Voracek,Boston,0,0,0,0,0,0,0,0,86,84,0,0,0,0
Andrew Shaw,Boston,0,0,0,0,0,0,0,0,76,78,0,0,0,0
Chad Johnson,Boston,0,0,0,0,0,0,0,0,78,80,0,0,0,0
Drew Shore,Boston,0,0,0,0,0,0,0,0,66,63,0,0,0,0
Sean Couturier,Boston,0,0,0,0,0,0,0,0,81,82,0,0,0,0
Joonas Korpisalo,Boston,0,0,0,0,0,0,0,0,79,85,0,0,0,0
P.E Bellemare,Boston,0,0,0,0,0,0,0,0,70,66,0,0,0,0
David Schlemko,Boston,0,0,0,0,0,0,0,0,72,74,0,0,0,0
Trevor Van Riemsdyk,Boston,0,0,0,0,0,0,0,0,72,72,0,0,0,0
Robin Lehner,Boston,0,0,0,0,0,0,0,0,85,87,0,0,0,0
Radko Gudas,Boston,0,0,0,0,0,0,0,0,76,73,0,0,0,0
Jamie Oleksiak,Boston,0,0,0,0,0,0,0,0,70,68,0,0,0,0
Byron Froese,Boston,0,0,0,0,0,0,0,0,71,67,0,0,0,0
Carter Hutton,Boston,0,0,0,0,0,0,0,0,76,86,0,0,0,0
Nick Holden,Boston,0,0,0,0,0,0,0,0,76,76,0,0,0,0
Blake Wheeler,Boston,0,0,0,0,0,0,0,0,91,88,0,0,0,0
Klas Dahlbeck,Boston,0,0,0,0,0,0,0,0,68,65,0,0,0,0
Jimmy Vesey,Boston,0,0,0,0,0,0,0,0,73,72,0,0,0,0
Dalton Prout,Boston,0,0,0,0,0,0,0,0,67,66,0,0,0,0
Mikhail Vorobyov,Boston,0,0,0,0,0,0,0,0,70,67,0,0,0,0
Michael Raffl,Boston,0,0,0,0,0,0,0,0,71,69,0,0,0,0
Oscar Dansk,Boston,0,0,0,0,0,0,0,0,74,78,0,0,0,0
Sven Baertschi,Boston,0,0,0,0,0,0,0,0,74,75,0,0,0,0
Brendan Gallagher,Boston,0,0,0,0,0,0,0,0,76,78,0,0,0,0
Sam Gagner,Boston,0,0,0,0,0,0,0,0,75,77,0,0,0,0
Nick Cousins,Boston,0,0,0,0,0,0,0,0,73,71,0,0,0,0
Nate Schmidt,Boston,0,0,0,0,0,0,0,0,78,81,0,0,0,0
Matt Bartkowski,Boston,0,0,0,0,0,0,0,0,71,69,0,0,0,0
Jakob Chychrun,Buffalo,0,0,0,0,0,0,0,0,75,76,0,0,0,0
Andrew Copp,Buffalo,0,0,0,0,0,0,0,0,74,71,0,0,0,0
Darnell Nurse,Buffalo,0,0,0,0,0,0,0,0,77,76,0,0,0,0
Adam Larsson,Buffalo,0,0,0,0,0,0,0,0,74,72,0,0,0,0
Niklas Svedberg,Buffalo,0,0,0,0,0,0,0,0,72,78,0,0,0,0
Chris Vande Velde,Buffalo,0,0,0,0,0,0,0,0,71,71,0,0,0,0
Logan Stanley,Buffalo,0,0,0,0,0,0,0,0,67,64,0,0,0,0
Gabriel Bourque,Buffalo,0,0,0,0,0,0,0,0,70,66,0,0,0,0
Esa Lindell,Buffalo,0,0,0,0,0,0,0,0,75,77,0,0,0,0
Keith Aulie,Buffalo,0,0,0,0,0,0,0,0,57,56,0,0,0,0
Nikita Zadorov,Buffalo,0,0,0,0,0,0,0,0,71,70,0,0,0,0
Dylan McIlrath,Buffalo,0,0,0,0,0,0,0,0,60,59,0,0,0,0
Nico Hischier,Buffalo,0,0,0,0,0,0,0,0,79,79,0,0,0,0
Luke Schenn,Buffalo,0,0,0,0,0,0,0,0,68,67,0,0,0,0
Hunter Shinkaruk,Buffalo,0,0,0,0,0,0,0,0,69,68,0,0,0,0
Tomas Jurco,Buffalo,0,0,0,0,0,0,0,0,69,65,0,0,0,0
Marc Methot,Buffalo,0,0,0,0,0,0,0,0,71,67,0,0,0,0
Alexei Emelin,Buffalo,0,0,0,0,0,0,0,0,70,68,0,0,0,0
Zack Phillips,Buffalo,0,0,0,0,0,0,0,0,66,65,0,0,0,0
Malcolm Subban,Buffalo,0,0,0,0,0,0,0,0,84,81,0,0,0,0
Taylor Beck,Buffalo,0,0,0,0,0,0,0,0,55,54,0,0,0,0
Mattias Janmark-Nylen,Buffalo,0,0,0,0,0,0,0,0,75,69,0,0,0,0
Peter Andersson,Buffalo,0,0,0,0,0,0,0,0,66,65,0,0,0,0
Stefan Noesen,Buffalo,0,0,0,0,0,0,0,0,71,68,0,0,0,0
Joe Colborne,Buffalo,0,0,0,0,0,0,0,0,69,66,0,0,0,0
Adam Gilmour,Buffalo,0,0,0,0,0,0,0,0,65,66,0,0,0,0
Carl Dahlstrom,Buffalo,0,0,0,0,0,0,0,0,74,69,0,0,0,0
Spencer Martin,Buffalo,0,0,0,0,0,0,0,0,75,76,0,0,0,0
Scott Harrington,Buffalo,0,0,0,0,0,0,0,0,72,68,0,0,0,0
Jack Connolly,Buffalo,0,0,0,0,0,0,0,0,73,71,0,0,0,0
Emil Pettersson,Buffalo,0,0,0,0,0,0,0,0,68,67,0,0,0,0
Vitek Vanecek,Buffalo,0,0,0,0,0,0,0,0,74,73,0,0,0,0
Blake Parlett,Buffalo,0,0,0,0,0,0,0,0,66,68,0,0,0,0
Jake Virtanen,Buffalo,0,0,0,0,0,0,0,0,72,67,0,0,0,0
Andreas Englund,Buffalo,0,0,0,0,0,0,0,0,60,59,0,0,0,0
Haydn Fleury,Buffalo,0,0,0,0,0,0,0,0,69,70,0,0,0,0
Jacob Markstrom,Buffalo,0,0,0,0,0,0,0,0,85,87,0,0,0,0
Patrick Coulombe,Calgary,0,0,0,0,0,0,0,0,68,60,0,0,0,0
Adam Gaudette,Calgary,0,0,0,0,0,0,0,0,71,66,0,0,0,0
Chris Lawrence,Calgary,0,0,0,0,0,0,0,0,65,64,0,0,0,0
Austin Watson,Calgary,0,0,0,0,0,0,0,0,71,67,0,0,0,0
Kyle Okposo,Calgary,0,0,0,0,0,0,0,0,76,76,0,0,0,0
Alexander Barabanov,Calgary,0,0,0,0,0,0,0,0,67,66,0,0,0,0
Colin Shields,Calgary,0,0,0,0,0,0,0,0,58,59,0,0,0,0
Chase Priskie,Calgary,0,0,0,0,0,0,0,0,59,65,0,0,0,0
Jesse Puljujarvi,Calgary,0,0,0,0,0,0,0,0,71,69,0,0,0,0
Jean-Michel Daoust,Calgary,0,0,0,0,0,0,0,0,68,69,0,0,0,0
Garret Sparks,Calgary,0,0,0,0,0,0,0,0,81,81,0,0,0,0
Yegor Korshkov,Calgary,0,0,0,0,0,0,0,0,61,68,0,0,0,0
Andrew Poturalski,Calgary,0,0,0,0,0,0,0,0,60,59,0,0,0,0
Jerry D'Amigo,Calgary,0,0,0,0,0,0,0,0,66,61,0,0,0,0
Chris Wagner,Calgary,0,0,0,0,0,0,0,0,68,63,0,0,0,0
Nick Petersen,Calgary,0,0,0,0,0,0,0,0,62,60,0,0,0,0
Evgeny Kurbatov,Calgary,0,0,0,0,0,0,0,0,61,60,0,0,0,0
Nick Lappin,Calgary,0,0,0,0,0,0,0,0,65,59,0,0,0,0
Viktor Svedberg,Calgary,0,0,0,0,0,0,0,0,64,61,0,0,0,0
Alex Lyon,Calgary,0,0,0,0,0,0,0,0,75,75,0,0,0,0
Michael Latta,Calgary,0,0,0,0,0,0,0,0,66,63,0,0,0,0
Johan Larsson,Calgary,0,0,0,0,0,0,0,0,72,68,0,0,0,0
Casey Nelson,Calgary,0,0,0,0,0,0,0,0,67,67,0,0,0,0
Nolan Patrick,Calgary,0,0,0,0,0,0,0,0,75,71,0,0,0,0
Kyle Wood,Calgary,0,0,0,0,0,0,0,0,69,69,0,0,0,0
Andrew Engelage,Calgary,0,0,0,0,0,0,0,0,61,70,0,0,0,0
Christian Engstrand,Calgary,0,0,0,0,0,0,0,0,64,71,0,0,0,0
Nico Aaltonen,Calgary,0,0,0,0,0,0,0,0,65,62,0,0,0,0
Dan Spang,Calgary,0,0,0,0,0,0,0,0,57,61,0,0,0,0
Rushan Rafikov,Calgary,0,0,0,0,0,0,0,0,68,70,0,0,0,0
Ben Thomas,Calgary,0,0,0,0,0,0,0,0,67,69,0,0,0,0
Vojtech Polak,Calgary,0,0,0,0,0,0,0,0,63,65,0,0,0,0
Blake Siebenaler,Calgary,0,0,0,0,0,0,0,0,68,67,0,0,0,0
Bobby Butler,Calgary,0,0,0,0,0,0,0,0,69,65,0,0,0,0
Mikey Eyssimont,Calgary,0,0,0,0,0,0,0,0,67,69,0,0,0,0
Daniel Pribyl,Calgary,0,0,0,0,0,0,0,0,66,65,0,0,0,0
Mike Lundin,Calgary,0,0,0,0,0,0,0,0,57,57,0,0,0,0
Shawn Weller,Calgary,0,0,0,0,0,0,0,0,54,55,0,0,0,0
Steve Moses,Calgary,0,0,0,0,0,0,0,0,69,69,0,0,0,0
Mike Vecchione,Calgary,0,0,0,0,0,0,0,0,60,61,0,0,0,0
Radoslav Illo,Calgary,0,0,0,0,0,0,0,0,61,61,0,0,0,0
CJ Motte,Calgary,0,0,0,0,0,0,0,0,76,77,0,0,0,0
Kristian Nakyva,Calgary,0,0,0,0,0,0,0,0,50,50,0,0,0,0
Dylan Demelo,Calgary,0,0,0,0,0,0,0,0,76,73,0,0,0,0
Micki Dupont,Calgary,0,0,0,0,0,0,0,0,70,62,0,0,0,0
Alexander Radulov,Carolina,0,0,0,0,0,0,0,0,83,85,0,0,0,0
Andre Burakovsky,Carolina,0,0,0,0,0,0,0,0,75,74,0,0,0,0
Aaron Ekblad,Carolina,0,0,0,0,0,0,0,0,76,77,0,0,0,0
Anton Stralman,Carolina,0,0,0,0,0,0,0,0,75,75,0,0,0,0
Dustin Brown,Carolina,0,0,0,0,0,0,0,0,78,80,0,0,0,0
Alex Goligoski,Carolina,0,0,0,0,0,0,0,0,78,77,0,0,0,0
Patrik Laine,Carolina,0,0,0,0,0,0,0,0,76,78,0,0,0,0
Max Pacioretty,Carolina,0,0,0,0,0,0,0,0,77,80,0,0,0,0
Cody McLeod,Carolina,0,0,0,0,0,0,0,0,64,59,0,0,0,0
Calle Jarnkrok,Carolina,0,0,0,0,0,0,0,0,75,74,0,0,0,0
Cam Atkinson,Carolina,0,0,0,0,0,0,0,0,77,80,0,0,0,0
Adam Brooks,Carolina,0,0,0,0,0,0,0,0,68,63,0,0,0,0
Jake Muzzin,Carolina,0,0,0,0,0,0,0,0,78,81,0,0,0,0
Brett Lernout,Carolina,0,0,0,0,0,0,0,0,60,59,0,0,0,0
Ville Husso,Carolina,0,0,0,0,0,0,0,0,70,70,0,0,0,0
Tuukka Rask,Carolina,0,0,0,0,0,0,0,0,85,93,0,0,0,0
Corey Crawford,Carolina,0,0,0,0,0,0,0,0,77,87,0,0,0,0
Jaden Schwartz,Carolina,0,0,0,0,0,0,0,0,80,83,0,0,0,0
Anze Kopitar,Carolina,0,0,0,0,0,0,0,0,84,83,0,0,0,0
Daniel Audette,Carolina,0,0,0,0,0,0,0,0,69,70,0,0,0,0
Colton Parayko,Carolina,0,0,0,0,0,0,0,0,78,80,0,0,0,0
Bo Horvat,Carolina,0,0,0,0,0,0,0,0,78,76,0,0,0,0
Joe Hicketts,Carolina,0,0,0,0,0,0,0,0,69,69,0,0,0,0
Jordan Greenway,Carolina,0,0,0,0,0,0,0,0,73,69,0,0,0,0
Mackenzie Blackwood,Carolina,0,0,0,0,0,0,0,0,77,83,0,0,0,0
Yakov Trenin,Carolina,0,0,0,0,0,0,0,0,70,70,0,0,0,0
Shane Gersich,Carolina,0,0,0,0,0,0,0,0,69,69,0,0,0,0
Johnny Oduya,Carolina,0,0,0,0,0,0,0,0,69,65,0,0,0,0
Nicholas Baptiste,Carolina,0,0,0,0,0,0,0,0,66,61,0,0,0,0
Ilya Sorokin,Carolina,0,0,0,0,0,0,0,0,74,80,0,0,0,0
Roland McKeown,Carolina,0,0,0,0,0,0,0,0,69,69,0,0,0,0
Jack Eichel,Carolina,0,0,0,0,0,0,0,0,86,84,0,0,0,0
Dylan Larkin,Carolina,0,0,0,0,0,0,0,0,80,81,0,0,0,0
Elvis Merzlikins,Carolina,0,0,0,0,0,0,0,0,75,75,0,0,0,0
Tyler Bertuzzi,Carolina,0,0,0,0,0,0,0,0,77,76,0,0,0,0
Christian Dvorak,Carolina,0,0,0,0,0,0,0,0,73,73,0,0,0,0
Daniel Brickley,Carolina,0,0,0,0,0,0,0,0,69,69,0,0,0,0
Mackenzie MacEachern,Carolina,0,0,0,0,0,0,0,0,67,60,0,0,0,0
Jonny Brodzinski,Carolina,0,0,0,0,0,0,0,0,69,66,0,0,0,0
Jean-Gabriel Pageau,Chicago,0,0,0,0,0,0,0,0,73,71,0,0,0,0
Mike Hoffman,Chicago,0,0,0,0,0,0,0,0,80,83,0,0,0,0
Steven Stamkos,Chicago,0,0,0,0,0,0,0,0,88,89,0,0,0,0
Craig Anderson,Chicago,0,0,0,0,0,0,0,0,76,86,0,0,0,0
Cody Ceci,Chicago,0,0,0,0,0,0,0,0,75,74,0,0,0,0
Matt Duchene,Chicago,0,0,0,0,0,0,0,0,79,79,0,0,0,0
Bryan Little,Chicago,0,0,0,0,0,0,0,0,78,78,0,0,0,0
Conor Sheary,Chicago,0,0,0,0,0,0,0,0,76,77,0,0,0,0
Jussi Jokinen,Chicago,0,0,0,0,0,0,0,0,75,77,0,0,0,0
Magnus Paajarvi,Chicago,0,0,0,0,0,0,0,0,69,64,0,0,0,0
Alexander Semin,Chicago,0,0,0,0,0,0,0,0,69,69,0,0,0,0
Troy Stecher,Chicago,0,0,0,0,0,0,0,0,76,75,0,0,0,0
Drew Doughty,Chicago,0,0,0,0,0,0,0,0,82,82,0,0,0,0
Patrick Eaves,Chicago,0,0,0,0,0,0,0,0,72,71,0,0,0,0
Tyler Seguin,Chicago,0,0,0,0,0,0,0,0,83,85,0,0,0,0
Alex Kerfoot,Chicago,0,0,0,0,0,0,0,0,77,77,0,0,0,0
Darren Dietz,Chicago,0,0,0,0,0,0,0,0,69,69,0,0,0,0
Pekka Rinne,Chicago,0,0,0,0,0,0,0,0,78,88,0,0,0,0
Kristopher Letang,Chicago,0,0,0,0,0,0,0,0,86,86,0,0,0,0
Phil Di Giuseppe,Chicago,0,0,0,0,0,0,0,0,69,69,0,0,0,0
Connor Clifton,Chicago,0,0,0,0,0,0,0,0,60,62,0,0,0,0
Matt Beleskey,Chicago,0,0,0,0,0,0,0,0,71,70,0,0,0,0
Max McCormick,Chicago,0,0,0,0,0,0,0,0,64,59,0,0,0,0
Mikko Koivu,Chicago,0,0,0,0,0,0,0,0,76,76,0,0,0,0
Tom Parisi,Chicago,0,0,0,0,0,0,0,0,66,67,0,0,0,0
Duncan Siemens,Chicago,0,0,0,0,0,0,0,0,60,59,0,0,0,0
Ryan McDonagh,Chicago,0,0,0,0,0,0,0,0,81,78,0,0,0,0
Tom Wilson,Chicago,0,0,0,0,0,0,0,0,75,71,0,0,0,0
Michal Kempny,Chicago,0,0,0,0,0,0,0,0,73,73,0,0,0,0
Christian Ehrhoff,Chicago,0,0,0,0,0,0,0,0,69,69,0,0,0,0
Yaroslav Kosov,Chicago,0,0,0,0,0,0,0,0,66,67,0,0,0,0
Michael Ferland,Chicago,0,0,0,0,0,0,0,0,75,77,0,0,0,0
Jayson Megna,Chicago,0,0,0,0,0,0,0,0,67,60,0,0,0,0
Frans Nielsen,Colorado,0,0,0,0,0,0,0,0,76,76,0,0,0,0
Jakob Silfverberg,Colorado,0,0,0,0,0,0,0,0,76,76,0,0,0,0
Erik Gudbranson,Colorado,0,0,0,0,0,0,0,0,69,69,0,0,0,0
David Perron,Colorado,0,0,0,0,0,0,0,0,80,82,0,0,0,0
Colin Miller,Colorado,0,0,0,0,0,0,0,0,77,80,0,0,0,0
Louie Belpedio,Colorado,0,0,0,0,0,0,0,0,69,69,0,0,0,0
Eric Staal,Colorado,0,0,0,0,0,0,0,0,79,81,0,0,0,0
Rinat Valiev,Colorado,0,0,0,0,0,0,0,0,60,61,0,0,0,0
Nick Foligno,Colorado,0,0,0,0,0,0,0,0,76,76,0,0,0,0
Robby Fabbri,Colorado,0,0,0,0,0,0,0,0,72,72,0,0,0,0
Ryan Graves,Colorado,0,0,0,0,0,0,0,0,65,62,0,0,0,0
Martin Jones,Colorado,0,0,0,0,0,0,0,0,77,87,0,0,0,0
Erik Gustafsson,Colorado,0,0,0,0,0,0,0,0,80,78,0,0,0,0
Andrew MacDonald,Colorado,0,0,0,0,0,0,0,0,75,72,0,0,0,0
Vladislav Namestnikov,Colorado,0,0,0,0,0,0,0,0,76,75,0,0,0,0
Tim Heed,Colorado,0,0,0,0,0,0,0,0,77,78,0,0,0,0
Shayne Gostisbehere,Colorado,0,0,0,0,0,0,0,0,83,82,0,0,0,0
Darcy Kuemper,Colorado,0,0,0,0,0,0,0,0,84,84,0,0,0,0
Dominik Simon,Colorado,0,0,0,0,0,0,0,0,76,77,0,0,0,0
Cal Petersen,Colorado,0,0,0,0,0,0,0,0,72,78,0,0,0,0
Pontus Aberg,Colorado,0,0,0,0,0,0,0,0,73,72,0,0,0,0
Zack Smith,Colorado,0,0,0,0,0,0,0,0,75,71,0,0,0,0
Nick Bonino,Colorado,0,0,0,0,0,0,0,0,75,73,0,0,0,0
Yanni Gourde,Colorado,0,0,0,0,0,0,0,0,78,81,0,0,0,0
Maxim Letunov,Colorado,0,0,0,0,0,0,0,0,66,64,0,0,0,0
Pheonix Copley,Colorado,0,0,0,0,0,0,0,0,75,81,0,0,0,0
Leo Komarov,Colorado,0,0,0,0,0,0,0,0,75,74,0,0,0,0
Christian Djoos,Colorado,0,0,0,0,0,0,0,0,74,72,0,0,0,0
Robert Hagg,Colorado,0,0,0,0,0,0,0,0,71,69,0,0,0,0
Dean Kukan,Colorado,0,0,0,0,0,0,0,0,74,74,0,0,0,0
Anthony Angello,Colorado,0,0,0,0,0,0,0,0,70,64,0,0,0,0
Brendan Lemieux,Colorado,0,0,0,0,0,0,0,0,67,62,0,0,0,0
Oskar Lindblom,Colorado,0,0,0,0,0,0,0,0,74,74,0,0,0,0
Colton Sissons,Colorado,0,0,0,0,0,0,0,0,73,71,0,0,0,0
Rickard Rakell,Colorado,0,0,0,0,0,0,0,0,78,81,0,0,0,0
Jon Gillies,Colorado,0,0,0,0,0,0,0,0,78,78,0,0,0,0
Tyson Jost,Colorado,0,0,0,0,0,0,0,0,73,70,0,0,0,0
Oliver Ekman-Larsson,Colorado,0,0,0,0,0,0,0,0,78,78,0,0,0,0
Zack MacEwen,Colorado,0,0,0,0,0,0,0,0,69,69,0,0,0,0
Valentin Zykov,Colorado,0,0,0,0,0,0,0,0,70,70,0,0,0,0
Felix Sandstrom,Colorado,0,0,0,0,0,0,0,0,68,75,0,0,0,0
Ben Bishop,Dallas,0,0,0,0,0,0,0,0,87,89,0,0,0,0
Ryan Callahan,Dallas,0,0,0,0,0,0,0,0,74,70,0,0,0,0
Brendan Smith,Dallas,0,0,0,0,0,0,0,0,72,70,0,0,0,0
Adam Lowry,Dallas,0,0,0,0,0,0,0,0,73,73,0,0,0,0
Matt Martin,Dallas,0,0,0,0,0,0,0,0,71,65,0,0,0,0
Riley Nash,Dallas,0,0,0,0,0,0,0,0,74,71,0,0,0,0
Linus Ullmark,Dallas,0,0,0,0,0,0,0,0,78,83,0,0,0,0
Nathan Oystrick,Dallas,0,0,0,0,0,0,0,0,72,70,0,0,0,0
Zachary Stepan,Dallas,0,0,0,0,0,0,0,0,66,64,0,0,0,0
Tyler Gaudet,Dallas,0,0,0,0,0,0,0,0,69,69,0,0,0,0
Brad Marchand,Dallas,0,0,0,0,0,0,0,0,89,92,0,0,0,0
Grayson Downing,Dallas,0,0,0,0,0,0,0,0,65,67,0,0,0,0
Marcus Sorensen,Dallas,0,0,0,0,0,0,0,0,72,70,0,0,0,0
Ryan Suter,Dallas,0,0,0,0,0,0,0,0,82,81,0,0,0,0
Ian Cole,Dallas,0,0,0,0,0,0,0,0,75,74,0,0,0,0
Ryan Reaves,Dallas,0,0,0,0,0,0,0,0,69,67,0,0,0,0
Dillon Heatherington,Dallas,0,0,0,0,0,0,0,0,69,69,0,0,0,0
Justin Bailey,Dallas,0,0,0,0,0,0,0,0,67,62,0,0,0,0
