Team,ProspectName
Dallas,Oleg Sosunov
Dallas,Sam Ruopp
Dallas,Tarmo Reunanen
Dallas,Thimo Nickl
Detroit,Adam Ollas-Mattsson
Detroit,Aidan Dudas
Detroit,Albin Grewe
Detroit,Alex Turcotte
Detroit,Alexander Romanov
Detroit,Alexandre Texier
Detroit,Alexei Toropchenko
Detroit,Andrei Altybarmakyan
Detroit,Anton Cederholm
Detroit,Beck Malenstyn
Detroit,Brent Andrews
Detroit,Cedric Pare
Detroit,Cross Hanas
Detroit,Dillon Hamaliuk
Detroit,Emil Andrae
Detroit,Fedor Gordeev
Detroit,Felix Bibeau
Detroit,Filip Cederqvist
Detroit,Filip Hallander
Detroit,Frederik Tiffels
Detroit,Gabryel Boudreau
Detroit,Garin Bjorklund
Detroit,Henry Thrun
Detroit,Hudson Elynuik
Detroit,Ian Moore
Detroit,Ilya Nikolaev
Detroit,J.D. Greenway
Detroit,Jack Kopacka
Detroit,Jack Rathbone
Detroit,Jamieson Rees
Detroit,Jasper Weatherby
Detroit,Jett Woo
Detroit,Josh Mahura
Detroit,Juuso Valimaki
Detroit,Kole Lind
Detroit,Kyle Jenkins
Detroit,Kyle Platzer
Detroit,Leo Loof
Detroit,Lucas Raymond
Detroit,Mac Hollowell
Detroit,Mark Shoemaker
Detroit,Michael Prapavessis
Detroit,Mike Callahan
Detroit,Mikhail Maltsev
Detroit,Miro Karjalainen
Detroit,Nate Schnarr
Detroit,Nathan Legare
Detroit,Nathan Smith
Detroit,Ole Bjorgvik-Holm
Detroit,Pavel Karnaukhov
Detroit,Pierre-Olivier Joseph
Detroit,Reece Scarlett
Detroit,Riley Stillman
Detroit,Ross Colton
Detroit,Ryan Merkley
Detroit,Ryan O'Reilly
Detroit,Ryan Suzuki
Detroit,Simon Bourque
Detroit,Tuukka Tieksola
Detroit,Tyler Weiss
Detroit,Will Borgen
Detroit,Yegor Chinakhov
Detroit,Zachary Emond
Edmonton,Beck Warm
Edmonton,Carter Rowney
Edmonton,Cole Hults
Edmonton,Connor Zary
Edmonton,Gustav Berglund
Edmonton,Hugo Ollas
Edmonton,Ivan Chukarov
Edmonton,Jeremy Gregoire
Edmonton,Jeremy Helvig
Edmonton,Jordan Gross
Edmonton,Justin Hache
Edmonton,Juuso Parssinen
Edmonton,Konstantin Volkov
Edmonton,Logan O'Connor
Edmonton,Mathieu Olivier
Edmonton,Mikael Hakkarainen
Edmonton,Mitchell Hoelscher
Edmonton,Nicholas Porco
Edmonton,Noah Dobson
Edmonton,Oliver Wahlstrom
Edmonton,Philip Tomasino
Edmonton,Radim Salda
Edmonton,Riley Damiani
Edmonton,Rodion Amirov
Edmonton,Samuel Walker
Edmonton,Simon Holmstrom
Edmonton,Tanner Dickinson
Edmonton,Timur Bilyalov
Edmonton,Trent Frederic
Edmonton,Ty Ronning
Edmonton,Tyrel Bauer
Florida,Artyom Galimov
Florida,Brendan Burke
Florida,Brinson Pasichnuk
Florida,Carson Meyer
Florida,Cole Schwindt
Florida,Dmitry Sokolov
Florida,Dylan Wells
Florida,Eric Ciccolini
Florida,Eric Roy
Florida,Felix Girard
Florida,Filip Engaras
Florida,Gunnarwolfe Fontaine
Florida,Jordan Spence
Florida,Josh Wesley
Florida,Kale Howarth
Florida,Karch Bachman
Florida,Kirill Slepets
Florida,Lukas Jasek
Florida,Luke Loheit
Florida,Michael Clarke
Florida,Mike Robinson
Florida,Nikita Nesterenko
Florida,Owen Lindmark
Florida,Ryan Pilon
Florida,Saku Salminen
Florida,Scott Reedy
Florida,Tobias Bjornfot
Florida,Ty Lewis
Florida,Tyler Nanne
Florida,Vasili Glotov
Florida,Victor Brattstrom
Islanders,Alexander Holtz
Islanders,Alexander Ljungkrantz
Islanders,Alexander Nikishin
Islanders,Anttoni Honka
Islanders,Barrett Hayton
Islanders,Ben Johnson
Islanders,Cody Glass
Islanders,Cody Wild
Islanders,David Hrenak
Islanders,Hampus Melen
Islanders,Hunter Drew
Islanders,Jake Marchment
Islanders,Jakob Pelletier
Islanders,Jakob Ragnarsson
Islanders,Jeremy Davies
Islanders,Joe Miller
Islanders,Joni Tuulola
Islanders,Justin Barron
Islanders,Karl Henriksson
Islanders,Kevin Wall
Islanders,Lenni Killinen
Islanders,Marian Studenic
Islanders,Merrick Madsen
Islanders,Michael Koster
Islanders,Michael Pezzetta
Islanders,Moritz Seider
Islanders,Nicolas Beaudin
Islanders,Nikita Okhotyuk
Islanders,Nikita Popugaev
Islanders,Nolan Stevens
Islanders,Patrick Sanvido
Islanders,Pavel Novak
Islanders,Roni Hirvonen
Islanders,Ryan Segalla
Islanders,Samuel Dove-McFalls
Islanders,Trenton Bourque
Islanders,Yegor Spiridonov
LosAngeles,Adam Ginning
LosAngeles,Arturs Silovs
LosAngeles,Benton Maass
LosAngeles,Bokondji Imama
LosAngeles,Calvin Thurkauf
LosAngeles,Carter Gylander
LosAngeles,Cole Caufield
LosAngeles,Colten Ellis
LosAngeles,Colton White
LosAngeles,Connor Hall
LosAngeles,David Kase
LosAngeles,Dmitri Semykin
LosAngeles,Elliot Ekefjard
LosAngeles,Erik Foley
LosAngeles,Gianni Fairbrother
LosAngeles,Hardy Haman-Aktell
LosAngeles,Ilya Lyubushkin
LosAngeles,J.D. Dudek
LosAngeles,Jake Jackson
LosAngeles,Jake Wise
LosAngeles,Jakub Skarek
LosAngeles,Jared Moe
LosAngeles,Jayden Struble
LosAngeles,Jeremy Swayman
LosAngeles,Jesse Ylonen
LosAngeles,John St. Ivany
LosAngeles,Jonathan Kovacevic
LosAngeles,Juho Markkanen
LosAngeles,Julien Pelletier
LosAngeles,Kaedan Korczak
LosAngeles,Kelly Summers
LosAngeles,Marcus Soberg
LosAngeles,Maxwell Crozier
LosAngeles,Michael DiPietro
LosAngeles,Nathan Bastian
LosAngeles,Niclas Almari
LosAngeles,Nico Gross
LosAngeles,Niklas Nordgren
LosAngeles,Patrick Koudys
LosAngeles,Philippe Daoust
LosAngeles,Sebastian Walfridsson
LosAngeles,Tim Gettinger
LosAngeles,Veeti Vainio
LosAngeles,Wyatt Kalynuk
Minnesota,Adam Janosik
Minnesota,Adam Wilcox
Minnesota,Alex Cotton
Minnesota,Alex Theriau
Minnesota,Alexander Gordin
Minnesota,Alexander Pashin
Minnesota,Andrew Sarauer
Minnesota,Arsen Khisamutdinov
Minnesota,Axel Holmstrom
Minnesota,Brett Hextall
Minnesota,Brett Morrison
Minnesota,Brett Murray
Minnesota,Brett Ponich
Minnesota,Cade Webber
Minnesota,Casey Pierro-Zabotel
Minnesota,Colby Williams
Minnesota,Daniel Brodin
Minnesota,Daniil Tarasov
Minnesota,David Cotton
Minnesota,Deven Sideroff
Minnesota,Dmitry Ovchinnikov
Minnesota,Drew Helleson
Minnesota,Evan Vierling
Minnesota,Evgeniy Oksentyuk
Minnesota,Fredric Larsson
Minnesota,Harrison Ruopp
Minnesota,Henri Kiviaho
Minnesota,Henry Rybinski
Minnesota,Ian Scott
Minnesota,Ilya Solovyov
Minnesota,Jacob Kucharski
Minnesota,James Pemberton
Minnesota,Jan Zapletal
Minnesota,Jason Smith
Minnesota,Jesper Lindgren
Minnesota,John Draeger
Minnesota,Joonas Lyytinen
Minnesota,Jordan Bendfeld
Minnesota,Jordan Southorn
Minnesota,Justin Almeida
Minnesota,Justin Sefton
Minnesota,Kalle Loponen
Minnesota,Keaton Thompson
Minnesota,Keegan Iverson
Minnesota,Keith Seabrook
Minnesota,Kristians Pelss
Minnesota,Linus Olund
Minnesota,Luc Snuggerud
Minnesota,Marat Khusnutdinov
Minnesota,Mason Geertsen
Minnesota,Matteo Costantini
Minnesota,Matthew Bradley
Minnesota,Maxim Berezkin
Minnesota,Maxim Semenov
Minnesota,Maxime Comtois
Minnesota,Maximilian Pajpach
Minnesota,Michael Brodzinski
Minnesota,Mike Sullivan
Minnesota,Mitchell Theoret
Minnesota,Nick Larson
Minnesota,Nick Leivermann
Minnesota,Nicolas Mattinen
Minnesota,Patrick McNeill
Minnesota,Peter Aston
Minnesota,Pier-Oliver Pelletier
Minnesota,Raphael Bussieres
Minnesota,Ruslan Iskhakov
Minnesota,Ryan McLeod
Minnesota,Sean Farrell
Minnesota,Simon Karlsson
Minnesota,Simon Kjellberg
Minnesota,Theodor Blueger
Minnesota,Tim Soderlund
Minnesota,Travis Ewanyk
Minnesota,Tyler Tullio
Minnesota,Tyrell Mason
Minnesota,Victor Soderstrom
Minnesota,Zac Leslie
Minnesota,Zach Nastasiuk
Montreal,Adam Huska
Montreal,Akira Schmid
Montreal,Alex Laferriere
Montreal,Alex Steeves
Montreal,Alexander Yelesin
Montreal,Amir Miftakhov
Montreal,Artem Zagidulin
Montreal,Arvid Holm
Montreal,Ben Meyers
Montreal,Benoit-Olivier Groulx
Montreal,Blade Jenkins
Montreal,Brandon Duhaime
Montreal,Brett Stapley
Montreal,Cam Lee
Montreal,Colton Poolman
Montreal,Connor Mackey
Montreal,Dominik Masin
Montreal,Drew Commesso
Montreal,Drew O'Connor
Montreal,Gage Goncalves
Montreal,Ilya Mikheyev
Montreal,Jack Drury
Montreal,Jack Thompson
Montreal,Jacob Moverare
Montreal,Jared McIsaac
Montreal,Jeremie Poirier
Montreal,Jesper Eliasson
Montreal,Joe Veleno
Montreal,Josh Dunne
Montreal,Josh Maniscalco
Montreal,Julius Nattinen
Montreal,Justin Richards
Montreal,K'Andre Miller
Montreal,Lukas Cormier
Montreal,Matthew Kiersted
Montreal,Mavrick Bourque
Montreal,Milos Roman
Montreal,Nathan Clurman
Montreal,Nick Pastujov
Montreal,Nick Wolff
Montreal,Nikola Pasic
Montreal,Philip Kemp
Montreal,Remi Poirier
Montreal,Roman Bychkov
Montreal,Sam Stange
Montreal,Semyon Chystyakov
Montreal,Skyler McKenzie
Montreal,Timofei Spitserov
Montreal,Ty Smith
Montreal,Tyler Inamoto
Montreal,Vasily Ponomarev
Montreal,Vladislav Yeryomenko
Montreal,Will Reilly
Montreal,William Dufour
Montreal,William Villeneuve
Nashville,Aatu Jamsen
Nashville,Alec Dillon
Nashville,Antonio Stranges
Nashville,Austin Wuthrich
Nashville,Ben Brinkman
Nashville,Ben Jones
Nashville,Blake Biondi
Nashville,Blake Heinrich
Nashville,Casey Staum
Nashville,Chad Krys
Nashville,Connor McClennon
Nashville,Dominik Lakatos
Nashville,Evan Fitzpatrick
Nashville,Fabrice Herzog
Nashville,Filip Johansson
Nashville,Frans Tuohimaa
Nashville,Frederik Dichow
Nashville,Gregory Hofmann
Nashville,Gustav Bouramman
Nashville,Gustav Possler
Nashville,Jack Studnicka
Nashville,Jesse Gabrielle
Nashville,Johan Sodergran
Nashville,Kendall McFaull
Nashville,Kieran Ruscheinski
Nashville,Kole Sherwood
Nashville,Kyle Aucoin
Nashville,Kyle Olson
Nashville,MacKenzie Entwistle
Nashville,Macmillian Carruth
Nashville,Maksim Sushko
Nashville,Matt Filipe
Nashville,Matthew Mistele
Nashville,Morgan Geekie
Nashville,Nick Ebert
Nashville,Nikita Korostele
Nashville,Niko Mikkola
Nashville,Nolan Foote
Nashville,Patrick Kudla
Nashville,Scott Valentine
Nashville,Seth Jarvis
Nashville,Spencer Stastney
Nashville,Taylor Raddysh
Nashville,Travis Barron
Nashville,Tyler Tucker
Nashville,Wesley Myron
Nashville,Zion Nybeck
New Jersey,Aaron Irving
New Jersey,Alex Barre-Boulet
New Jersey,Alex Young
New Jersey,Alexander Alexeyev
New Jersey,Aliaksei Protas
New Jersey,Ben Gleason
New Jersey,Ben Storm
New Jersey,Benjamin Finkelstein
New Jersey,Bogdan Trineyev
New Jersey,Cal Foote
New Jersey,Collin Olson
New Jersey,Colton Point
New Jersey,Dante Salituro
New Jersey,David Gustafsson
New Jersey,Declan Chisholm
New Jersey,Denis Smirnov
New Jersey,Dmitry Zavgorodniy
New Jersey,Dustin Wolf
New Jersey,Dylan Coghlan
New Jersey,Dylan Labbe
New Jersey,Emil Larmi
New Jersey,Filip Lindberg
New Jersey,Greg Meireles
New Jersey,Grigori Denisenko
New Jersey,Harrison Blaisdell
New Jersey,Henri Ikonen
New Jersey,Hunter Miska
New Jersey,Joachim Blichfeld
New Jersey,Jonatan Nielsen
New Jersey,Justin Schutz
New Jersey,Lukas Dostal
New Jersey,Markus Nurmi
New Jersey,Martin Fehervary
New Jersey,Matt Brassard
New Jersey,Nico Sturm
New Jersey,Otto Koivula
New Jersey,Quentin Shore
New Jersey,Rafael Harvey-Pinard
New Jersey,Steven Ruggiero
New Jersey,Taylor Cammarata
New Jersey,Tim Stutzle
New Jersey,Tobias Geisser
New Jersey,Trey Fix-Wolansky
New Jersey,Veini Vehvilainen
New Jersey,Ville Heinola
New Jersey,Ville Meskanen
New Jersey,Vitaly Abramov
New Jersey,Will Cranley
Ottawa,Artem Manukyan
Ottawa,Austin Osmanski
Ottawa,Ben Mirageas
Ottawa,Billy Ryan
Ottawa,Bogdan Yakimov
Ottawa,Brandon Archibald
Ottawa,Case McCarthy
Ottawa,Chris Crane
Ottawa,Christophe Lalancette
Ottawa,David Fredriksson
Ottawa,Dillon Fournier
Ottawa,Eemeli Rasanen
Ottawa,Eemil Viro
Ottawa,Eetu Tuulola
Ottawa,Elliot Ekmark
Ottawa,Ethan Edwards
Ottawa,Evan Cowley
Ottawa,Giovanni Vallati
Ottawa,Gustav Olhaver
Ottawa,Ivan Nalimov
Ottawa,Jack Perbix
Ottawa,Jake McGrew
Ottawa,James Melindy
Ottawa,Jarrod Maidens
Ottawa,Jens Looke
Ottawa,Jocktan Chainey
Ottawa,Joe Ryan
Ottawa,Johan Motin
Ottawa,John Peterka
Ottawa,Jonah Gadjovich
Ottawa,Joren Van Pottelberghe
Ottawa,Joshua Turnbull
Ottawa,Juho Mielonen
Ottawa,Justin Daniels
Ottawa,Kalle Olsson
Ottawa,Keean Washkurak
Ottawa,Keith Petruzzelli
Ottawa,Kevin Harvey
Ottawa,Kirill Tyutyayev
Ottawa,Kristian Vesalainen
Ottawa,Kyle De Coste
Ottawa,Kyle Moir
Ottawa,Landon Slaggert
Ottawa,Lukas Vantuch
Ottawa,Matthew Rempe
Ottawa,Matthew Robertson
Ottawa,Mattia Marcantuoni
Ottawa,Michael Vukojevic
Ottawa,Mike McKee
Ottawa,Nicholas Tremblay
Ottawa,Nick Magyar
Ottawa,Nicolas Hague
Ottawa,Petteri Simila
Ottawa,Reece Willcox
Ottawa,Robin Kovacs
Ottawa,Ryan Gropp
Ottawa,Ryan Jones
Ottawa,Ryan Kujawinski
Ottawa,Samuel Montembeault
Ottawa,Samuel Poulin
Ottawa,Seth Ambroz
Ottawa,Stefan Ridderwall
Ottawa,Stephen Desrocher
Ottawa,Tanner Faith
Ottawa,Teemu Kivihalme
Ottawa,Tim Boyle
Ottawa,Travis Erstad
Ottawa,Vladislav Kara
Ottawa,Zane Gothberg
Philly,Aleksi Makela
Philly,Ales Stezka
Philly,Alexander Delnov
Philly,Alexander Pechurski
Philly,Axel Rindell
Philly,Brent Moran
Philly,Brian Hart
Philly,Brooks Macek
Philly,Cameron Reid
Philly,Carl Grundstrom
Philly,Cole Guttman
Philly,Colin Jacobs
Philly,Dalyn Flatt
Philly,Daniel Torgersson
Philly,Daultan Leveille
Philly,David MacDonald
Philly,Dean Stewart
Philly,Denis Stasyuk
Philly,Dillon Donnelly
Philly,Dylan Cozens
Philly,Eetu Makiniemi
Philly,Emil Heineman
Philly,Eric Locke
Philly,German Rubtsov
Philly,Gianluca Curcuruto
Philly,Givani Smith
Philly,Grant Besse
Philly,Isac Lundestrom
Philly,Jacob Truscott
Philly,Jake Massie
Philly,Jake Pivonka
Philly,Jarret Tyszka
Philly,Jean-Michel Rizk
Philly,Jesper Pettersson
Philly,Jonatan Berggren
Philly,Jordan Knackstedt
Philly,Kieran Millan
Philly,Liam Gorman
Philly,Marc Del Gaizo
Philly,Markus Niemelainen
Philly,Mathieu Aubin
Philly,Maxim Groshev
Philly,Michael Downing
Philly,Mitch Wheaton
Philly,Nicolas Blanchard
Philly,Nolan DeJong
Philly,Olli Juolevi
Philly,Pascal Laberge
Philly,Patrick Shea
Philly,Paul Karpowich
Philly,Pavel Dorofeyev
Philly,Peter Thome
Philly,Pontus Sjalin
Philly,Quinn Olson
Philly,Quinn Schmiemann
Philly,Quinton Byfield
Philly,Reece Newkirk
Philly,Richard Greenop
Philly,Robert Mastrosimone
